ECRef,RegulatedEntityName,ReportingPeriodName,RegulatedEntityType,TotalExpenditure,DateIncurred,ExpenseCategoryName,SupplierName,FullAddress,AmountInEngland,AmountInScotland,AmountInWales,AmountInNorthernIreland,DateOfClaimForPayment,DatePaid,RegulatedEntityId,SupplierId,JointCampaignName,UnregisteredCampaignerName,CampaigningName,IsOutsideSection75
SP0559060,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£7.26,06/04/2022,Advertising,Facebook,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,£7.26,07/04/2022,07/04/2022,680,78772,,,,False
SP0558561,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£547.00,06/04/2022,Unsolicited material to electors,Doggett Group,"Building 3, Greenmount Industrial Estate, Harold's Cross, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,£547.00,06/04/2022,07/06/2022,7968,78755,,,,False
SP0558560,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£547.00,06/04/2022,Unsolicited material to electors,Doggett Group,"Building 3, Greenmount Industrial Estate, Harold's Cross, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,£547.00,06/04/2022,07/06/2022,7968,78755,,,,False
SP0558558,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£295.00,06/04/2022,Unsolicited material to electors,Create Print Ltd,"Unit 5 Elagh Business Park, Buncrana Road, Derry, BT48 8QP, United Kingdom",£0.00,£0.00,£0.00,£295.00,04/05/2022,09/05/2022,7968,78754,,,,False
SP0559718,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£160.00,05/04/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,£160.00,05/04/2022,05/04/2022,55,78903,,,,False
SP0559558,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£584.92,05/04/2022,Unsolicited material to electors,Anglo Printers,"Mell Industrial Estate, Drogheda, Louth, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£584.92,07/04/2022,20/04/2022,39,78838,,,,False
SP0559552,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,"£3,500.00",05/04/2022,Advertising,Electica Ltd,"Suite 1-3, Hop Exchange, 24 Southwark Street, London, SE1 1TY, United Kingdom",£0.00,£0.00,£0.00,"£3,500.00",05/04/2022,12/05/2022,39,78836,,,,False
SP0561043,Green Party,Northern Ireland Assembly Election 05/05/2022,Political Party,£168.00,04/04/2022,Campaign broadcasts,Audio Network,"Audio Network, Johnson Building, 77 Hatton Garden, London, EC1N 8JS, United Kingdom",£0.00,£0.00,£0.00,£168.00,,04/04/2022,305,78741,,,,False
SP0559927,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£200.00,04/04/2022,Rallies and other events,Bake My Day NI,"",£0.00,£0.00,£0.00,£200.00,07/04/2022,19/05/2022,70,78927,,,,False
SP0559923,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£480.00,04/04/2022,Rallies and other events,Ack Productions Ltd,"Unit D4 Quaypoint, 19 Heron Road, Belfast, BT3 9LE, United Kingdom",£0.00,£0.00,£0.00,£480.00,13/04/2022,19/05/2022,70,78924,,,,False
SP0559922,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£705.00,04/04/2022,Rallies and other events,Omniplex Holdings NI,"5 Lisburn Leisure Park, Governors Road, Lisburn, Antrim, BT28 1LP, United Kingdom",£0.00,£0.00,£0.00,£705.00,12/04/2022,19/05/2022,70,78923,,,,False
SP0559921,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£828.00,04/04/2022,Rallies and other events,Focus AV,"",£0.00,£0.00,£0.00,£828.00,04/04/2022,04/04/2022,70,78922,,,,False
SP0559744,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£55.00,04/04/2022,Rallies and other events,Culturlann McAdam O'Flaich,"216 Bothar na bhFal, Beak Feirste, BT12 6AH, United Kingdom",£0.00,£0.00,£0.00,£55.00,11/04/2022,31/05/2022,55,78909,,,,False
SP0559743,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£35.00,04/04/2022,Rallies and other events,Culturlann McAdam O'Flaich,"216 Bothar na bhFal, Beak Feirste, BT12 6AH, United Kingdom",£0.00,£0.00,£0.00,£35.00,11/04/2022,08/06/2022,55,78909,,,,False
SP0559738,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,"£9,377.75",04/04/2022,Transport,Millennium International,"",£0.00,£0.00,£0.00,"£9,377.75",10/05/2022,13/05/2022,55,78904,,,,False
SP0559717,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£150.00,04/04/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,£150.00,04/04/2022,04/04/2022,55,78903,,,,False
SP0559663,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£300.00,04/04/2022,Advertising,A1 Advertising,"112 Ravernet Road, Lisburn, BT27 5NF, United Kingdom",£0.00,£0.00,£0.00,£300.00,18/05/2022,31/05/2022,55,78896,,,,False
SP0559640,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,740.00",04/04/2022,Overheads and general administration,Aoife Keating Fitzpatrick,"",£0.00,£0.00,£0.00,"£1,740.00",10/05/2022,10/05/2022,103,78886,,,,False
SP0559579,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£300.00,04/04/2022,Rallies and other events,niavac,"Conlavon House, 5 Prince Regent Road, Belfast, BT5 6QR, United Kingdom",£0.00,£0.00,£0.00,£300.00,15/04/2022,21/04/2022,39,78848,,,,False
SP0561044,Green Party,Northern Ireland Assembly Election 05/05/2022,Political Party,£30.00,03/04/2022,Campaign broadcasts,Press Eye Photography,"45 Stockmans Way, Belfast, Antrim, BT9 7ET, United Kingdom",£0.00,£0.00,£0.00,£30.00,,03/04/2022,305,78742,,,,False
SP0559716,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£100.00,02/04/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,£100.00,02/04/2022,02/04/2022,55,78903,,,,False
SP0559089,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£88.00,02/04/2022,Transport,Spar,"Cullybackey Main Street, Not supplied, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£88.00,02/04/2022,02/04/2022,680,78779,,,,False
SP0559748,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£500.00,01/04/2022,Overheads and general administration,Irwin Carr Ltd,"7 Osborne Promenade, Warrenpoint, BT34 3NQ, United Kingdom",£0.00,£0.00,£0.00,£500.00,01/04/2022,18/04/2022,55,78912,,,,False
SP0559715,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£150.00,01/04/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,£150.00,01/04/2022,01/04/2022,55,78903,,,,False
SP0559654,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£534.00,01/04/2022,Advertising,Alexander Boyd Displays Ltd,"Lambeg Mills, Lambeg, Lisburn, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£534.00,14/04/2022,20/04/2022,55,78893,,,,False
NE0559649,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly Election 05/05/2022,Political Party,£459.60,01/04/2022,Advertising,Inbound Things Limited,"40 Belmont Park, Belfast, Antrim, BT4 3DU, United Kingdom",£0.00,£0.00,£0.00,£459.60,,,103,78890,,,,False
SP0559615,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly Election 05/05/2022,Political Party,£490.00,01/04/2022,Party manifesto material or third party campaign/referendum material,GPS,"4 Marshalls Road, Belfast, BT5 6SR, United Kingdom",£0.00,£0.00,£0.00,£490.00,15/04/2022,25/04/2022,103,78859,,,,False
SP0559614,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,090.00",01/04/2022,Party manifesto material or third party campaign/referendum material,Jake Campbell,"",£0.00,£0.00,£0.00,"£1,090.00",20/04/2022,22/04/2022,103,78864,,,,False
SP0559585,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£210.00,01/04/2022,Overheads and general administration,Copytext,"29 Greers Road, Dungannon, Tyrone, BT70 1DR, United Kingdom",£0.00,£0.00,£0.00,£210.00,23/05/2022,23/05/2022,39,78853,,,,False
SP0559584,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,800.00",01/04/2022,Overheads and general administration,Springfield Charitable Association Ltd,"27 Clonard Crescent, Belfast, Antrim, BT13 2QN, United Kingdom",£0.00,£0.00,£0.00,"£1,800.00",01/06/2022,01/06/2022,39,78852,,,,False
SP0559578,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£760.00,01/04/2022,Rallies and other events,Titanic Hotel,"Queens Road, Belfast, Antrim, BT3 9DT, United Kingdom",£0.00,£0.00,£0.00,£760.00,01/04/2022,01/04/2022,39,78847,,,,False
SP0559570,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,"£3,762.88",01/04/2022,Media,Eric Eckhart,"",£0.00,£0.00,£0.00,"£3,762.88",26/04/2022,29/04/2022,39,78842,,,,False
SP0559557,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,"£29,458.60",01/04/2022,Advertising,Meta Platforms Ireland Ltd,"Merrion Road, Grand Canal Harbour, Dublin, D04 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,"£29,458.60",01/04/2022,01/04/2022,39,78839,,,,False
SP0559056,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£487.06,01/04/2022,Advertising,PML,"College House, Citylink Business Park, Albert Street, Belfast, BT12 4HQ, United Kingdom",£0.00,£0.00,£0.00,£487.06,01/04/2022,04/04/2022,680,78769,,,,False
SP0559028,People Before Profit,Northern Ireland Assembly Election 05/05/2022,Political Party,£733.00,01/04/2022,Advertising,Screenlink Printers,"21- 23 Charles Lane, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,£733.00,30/04/2022,19/04/2022,773,78762,,,,False
NE0558574,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£350.00,01/04/2022,Campaign broadcasts,Martin Mulroy,"",£0.00,£0.00,£0.00,£350.00,,,7968,78760,,,,False
SP0558565,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,632.00",01/04/2022,Unsolicited material to electors,Doggett Group,"Building 3, Greenmount Industrial Estate, Harold's Cross, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,"£1,632.00",01/04/2022,30/05/2022,7968,78755,,,,False
SP0558559,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£856.00,01/04/2022,Unsolicited material to electors,Doggett Group,"Building 3, Greenmount Industrial Estate, Harold's Cross, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,£856.00,01/04/2022,30/05/2022,7968,78755,,,,False
SP0558510,Ulster Unionist Party,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,658.73",01/04/2022,Party manifesto material or third party campaign/referendum material,Google Ireland Ltd,"Gordon House, Barrow Street, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,"£1,658.73",30/04/2022,03/04/2022,83,78734,,,,False
SP0559714,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£150.00,31/03/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,£150.00,31/03/2022,31/03/2022,55,78903,,,,False
SP0559574,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£175.06,31/03/2022,Media,Certified Translation Services Ltd,"Office 507, Scottish Provident Building, 7 Donegal Square West, Belfast, Antrim, BT1 6JH, United Kingdom",£0.00,£0.00,£0.00,£175.06,31/03/2022,05/04/2022,39,78844,,,,False
SP0559567,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,"£9,600.00",31/03/2022,Market research/canvassing,Survation Ltd,"Unit 1, 1 Brandon Road, London, N7 9AA, United Kingdom",£0.00,£0.00,£0.00,"£9,600.00",31/03/2022,01/06/2022,39,78841,,,,False
SP0559566,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,"£3,000.00",31/03/2022,Market research/canvassing,Survation Ltd,"Unit 1, 1 Brandon Road, London, N7 9AA, United Kingdom",£0.00,£0.00,£0.00,"£3,000.00",31/03/2022,01/06/2022,39,78841,,,,False
SP0559565,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,800.00",31/03/2022,Market research/canvassing,Survation Ltd,"Unit 1, 1 Brandon Road, London, N7 9AA, United Kingdom",£0.00,£0.00,£0.00,"£1,800.00",31/03/2022,01/06/2022,39,78841,,,,False
SP0558556,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,190.00",31/03/2022,Unsolicited material to electors,Dorman & Sons Ltd,"Unit 2, 2A Apollo Road, Belfast, BT12 6HP, United Kingdom",£0.00,£0.00,£0.00,"£1,190.00",31/03/2022,08/04/2022,7968,78753,,,,False
SP0558555,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£198.00,31/03/2022,Unsolicited material to electors,Mourne Office Supplies Ltd,"Unit 14 Milltown East Industrial Estate, Warrenpoint, Down, BT34 3PN, United Kingdom",£0.00,£0.00,£0.00,£198.00,31/03/2022,01/04/2022,7968,78752,,,,False
SP0558506,Ulster Unionist Party,Northern Ireland Assembly Election 05/05/2022,Political Party,£184.80,31/03/2022,Party manifesto material or third party campaign/referendum material,Press Eye Ltd,"5A Hawthorn Office Park, 45 Stockmans way, Belfast, BT9 7ET, United Kingdom",£0.00,£0.00,£0.00,£184.80,31/03/2022,29/04/2022,83,78737,,,,False
SP0558505,Ulster Unionist Party,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,060.08",31/03/2022,Party manifesto material or third party campaign/referendum material,BNL Productions Ltd,"Little Forest Studios, 21 High Street, Lurgan, BT66 8AH, United Kingdom",£0.00,£0.00,£0.00,"£1,060.08",31/03/2022,29/04/2022,83,78730,,,,False
SP0558504,Ulster Unionist Party,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,220.00",31/03/2022,Party manifesto material or third party campaign/referendum material,In-House Publications,"1 Annagh Drive, Portadown, Craigavon, BT63 5WF, United Kingdom",£0.00,£0.00,£0.00,"£1,220.00",31/03/2022,29/04/2022,83,78736,,,,False
SP0558500,Ulster Unionist Party,Northern Ireland Assembly Election 05/05/2022,Political Party,"£4,596.00",31/03/2022,Advertising,Alexander Boyds Displays Ltd,"Lambeg Mills, Lambeg, Lisburn, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,"£4,596.00",31/03/2022,10/05/2022,83,78732,,,,False
SP0558496,Ulster Unionist Party,Northern Ireland Assembly Election 05/05/2022,Political Party,£441.00,31/03/2022,Advertising,PML NI Ltd,"Citylink Business Park, Albert Street, Belfast, BT12 4HQ, United Kingdom",£0.00,£0.00,£0.00,£441.00,10/04/2022,04/05/2022,83,78731,,,,False
SP0559713,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£100.00,30/03/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,£100.00,30/03/2022,30/03/2022,55,78903,,,,False
SP0559642,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly Election 05/05/2022,Political Party,£498.24,30/03/2022,Overheads and general administration,Gabbey Business Machines,"Unit 34-35 East Belfast Enterprise Park, 308 Albertbridge Road, Belfast, BT5 4GX, United Kingdom",£0.00,£0.00,£0.00,£498.24,30/03/2022,19/04/2022,103,78888,,,,False
SP0559573,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,903.61",30/03/2022,Media,Digital Dub,"",£0.00,£0.00,£0.00,"£1,903.61",30/03/2022,05/04/2022,39,78830,,,,False
SP0559555,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,"£6,660.41",30/03/2022,Advertising,Anglo Printers,"Mell Industrial Estate, Drogheda, Louth, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,"£6,660.41",31/03/2022,20/04/2022,39,78838,,,,False
SP0559055,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,"£7,970.40",30/03/2022,Advertising,McGowans,"Unit A1, 17 Herons Road, Belfast, BT3 9LE, United Kingdom",£0.00,£0.00,£0.00,"£7,970.40",30/03/2022,30/03/2022,680,78774,,,,False
SP0559712,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£28.68,29/03/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,£28.68,29/03/2022,29/03/2022,55,78903,,,,False
SP0559583,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£980.00,29/03/2022,Rallies and other events,DMC Events,"",£0.00,£0.00,£0.00,£980.00,29/03/2022,05/04/2022,39,78851,,,,False
SP0559582,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,135.00",29/03/2022,Rallies and other events,Europa Hotel,"Great Victoria Street, Belfast, Antrim, BT2 7AD, United Kingdom",£0.00,£0.00,£0.00,"£1,135.00",31/03/2022,31/03/2022,39,78850,,,,False
SP0558566,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,"£4,719.00",29/03/2022,Unsolicited material to electors,Doggett Group,"Building 3, Greenmount Industrial Estate, Harold's Cross, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,"£4,719.00",29/03/2022,25/04/2022,7968,78755,,,,False
SP0557985,Heritage Party,Northern Ireland Assembly Election 05/05/2022,Political Party,£45.00,29/03/2022,Advertising,G Pinkney t/a Easy signs,"Unit 2 Manor House Business Centre, Wembley, HA0 1BN, United Kingdom",£0.00,£0.00,£0.00,£45.00,,29/03/2022,12553,78727,,,,False
SP0559641,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,800.00",28/03/2022,Overheads and general administration,Holly Baker,"",£0.00,£0.00,£0.00,"£1,800.00",09/05/2022,11/05/2022,103,78887,,,,False
SP0559586,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£115.68,28/03/2022,Overheads and general administration,Shaws Hire Services,"3 Park Avenue, Belfast, Down, BT4 1PU, United Kingdom",£0.00,£0.00,£0.00,£115.68,28/03/2022,13/05/2022,39,78854,,,,False
SP0559054,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,"£4,742.81",28/03/2022,Advertising,Fulton AMC,"",£0.00,£0.00,£0.00,"£4,742.81",28/03/2022,28/03/2022,680,78773,,,,False
SP0558573,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£100.00,28/03/2022,Overheads and general administration,onbuy.com,"",£0.00,£0.00,£0.00,£100.00,28/03/2022,28/03/2022,7968,78759,,,,False
SP0558497,Ulster Unionist Party,Northern Ireland Assembly Election 05/05/2022,Political Party,£621.18,28/03/2022,Advertising,PML NI Ltd,"Citylink Business Park, Albert Street, Belfast, BT12 4HQ, United Kingdom",£0.00,£0.00,£0.00,£621.18,10/04/2022,04/05/2022,83,78731,,,,False
SP0558493,Ulster Unionist Party,Northern Ireland Assembly Election 05/05/2022,Political Party,£396.00,28/03/2022,Advertising,PML NI Ltd,"Citylink Business Park, Albert Street, Belfast, BT12 4HQ, United Kingdom",£0.00,£0.00,£0.00,£396.00,14/03/2022,22/03/2022,83,78731,,,,False
SP0559926,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£180.00,25/03/2022,Rallies and other events,Presseye,"5A Hawthorne Office Park, 45 Stockmans Way, Belfast, Antrim, BT9 7ET, United Kingdom",£0.00,£0.00,£0.00,£180.00,25/03/2022,19/05/2022,70,78926,,,,False
SP0559879,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,"£2,950.00",25/03/2022,Campaign broadcasts,Calum Hutchinson,"",£0.00,£0.00,£0.00,"£2,950.00",02/05/2022,19/05/2022,70,78913,,,,False
SP0559544,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£900.00,25/03/2022,Advertising,McGowan's,"Unit A1, 17 Heron Road, Belfast, BT3 9LE, United Kingdom",£0.00,£0.00,£0.00,£900.00,25/03/2022,29/03/2022,39,78831,,,,False
SP0559039,People Before Profit,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,085.00",25/03/2022,Unsolicited material to electors,SAXOPRINT Limited,"Unit 4, Spartan Close, Titan Business Centre, Tachbrook Park, Warwick, CV34 6RR, United Kingdom",£0.00,£0.00,£0.00,"£1,085.00",01/04/2022,30/03/2022,773,78764,,,,False
SP0559888,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£411.46,24/03/2022,Advertising,Facebook Ireland Ltd,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£411.46,15/04/2022,19/04/2022,70,78918,,,,False
SP0559887,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£7.12,24/03/2022,Advertising,Facebook Ireland Ltd,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£7.12,25/03/2022,26/03/2022,70,78918,,,,False
SP0558544,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,"£21,806.00",24/03/2022,Advertising,Alexander Boyd Displays Ltd,"Lambeg Mills, Ballyskeagh Road, Lambeg, Lisburn, Antrim, BT27 5SX, United Kingdom",£0.00,£0.00,£0.00,"£21,806.00",31/03/2022,10/04/2022,7968,78747,,,,False
SP0559690,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£380.00,23/03/2022,Unsolicited material to electors,Madprint,"401 Castlereagh Road, Belfast, BT5 6QP, United Kingdom",£0.00,£0.00,£0.00,£380.00,28/03/2022,28/03/2022,55,78898,,,,False
SP0559559,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£713.22,23/03/2022,Unsolicited material to electors,Anglo Printers,"Mell Industrial Estate, Drogheda, Louth, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£713.22,29/04/2022,31/05/2022,39,78838,,,,False
SP0558495,Ulster Unionist Party,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,485.54",23/03/2022,Advertising,PML NI Ltd,"Citylink Business Park, Albert Street, Belfast, BT12 4HQ, United Kingdom",£0.00,£0.00,£0.00,"£1,485.54",14/03/2022,22/03/2022,83,78731,,,,False
SP0559589,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly Election 05/05/2022,Political Party,"£10,464.00",22/03/2022,Advertising,Alexander Boyd Displays,"Lambeg, Lisburn, Antrim, BT27 5SX, United Kingdom",£0.00,£0.00,£0.00,"£10,464.00",22/03/2022,25/03/2022,103,78856,,,,False
SP0558570,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£28.00,22/03/2022,Market research/canvassing,Land & Property Services,"Lanyon Plaza, 7 Lanyon Place, Town Parks, Belfast, BT1 3LP, United Kingdom",£0.00,£0.00,£0.00,£28.00,22/03/2022,22/03/2022,7968,78756,,,,False
SP0559679,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£456.00,21/03/2022,Unsolicited material to electors,Cathedral Graphics,"177 Donegall Street, Belfast, BT1 2FJ, United Kingdom",£0.00,£0.00,£0.00,£456.00,21/03/2022,21/03/2022,55,78897,,,,False
SP0559086,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£133.00,21/03/2022,Unsolicited material to electors,Instant Print,"",£0.00,£0.00,£0.00,£133.00,21/03/2022,21/03/2022,680,78770,,,,False
SP0559880,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,400.00",19/03/2022,Campaign broadcasts,Kavod Films,"Not Supplied, Moira, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,"£1,400.00",04/04/2022,19/05/2022,70,78914,,,,False
SP0559711,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£100.00,19/03/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,£100.00,19/03/2022,19/03/2022,55,78903,,,,False
SP0559710,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£100.00,18/03/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,£100.00,18/03/2022,18/03/2022,55,78903,,,,False
SP0559057,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£651.00,18/03/2022,Advertising,D.J. Lockhart,"Ballycastle Road, Coleraine, Londonderry, BT52 2DY, United Kingdom",£0.00,£0.00,£0.00,£651.00,18/03/2022,04/04/2022,680,78768,,,,False
SP0559709,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£150.00,17/03/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,£150.00,17/03/2022,17/03/2022,55,78903,,,,False
SP0557986,Heritage Party,Northern Ireland Assembly Election 05/05/2022,Political Party,£80.00,17/03/2022,Unsolicited material to electors,Hardlight Multimedia,"39 Lower Lisdrumchor Road, Glenanne, Armagh, BT60 2HT, Northern Ireland",£0.00,£0.00,£0.00,£80.00,,17/03/2022,12553,78728,,,,False
SP0559708,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£100.00,16/03/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,£100.00,16/03/2022,16/03/2022,55,78903,,,,False
